sample_line_no,method_to_rename,trigger
480,mpeg4_encode_picture_header,set_count_
481,dnxhd_decode_close,get_count_
482,tcg_out_qemu_ld_slow_path,get_count_
483,stellaris_enet_save,get_frame_
484,build_processor_devices,init_Val_
485,ff_rm_read_mdpr_codecdata,get_frame_
486,bdrv_reopen_queue,get_count_
487,inet_parse_connect_saddr,ret_Val_
488,encode_picture_lossless,get_count_
489,MPV_common_init,ret_Val_
490,stq_tce,get_frame_
491,vnc_tls_push,init_Val_
492,bdrv_co_discard,init_Val_
493,virtqueue_unmap_sg,ret_Val_
494,qemu_enqueue_packet,init_Val_
495,vc1_apply_p_h_loop_filter,get_frame_
496,trace_record_start,get_frame_
497,load_ipmovie_packet,ret_Val_
498,omap_mcbsp_i2s_attach,get_frame_
499,pred_direct_motion,get_frame_
500,protocol_client_auth_sasl_start_len,set_count_
501,gd_motion_event,get_count_
502,ff_h264_filter_mb_fast,set_count_
503,FUNCC,set_count_
504,avcodec_default_reget_buffer,init_Val_
505,connect_namedsocket,get_frame_
506,check_physical,get_frame_
507,gen_rdhwr,ret_Val_
508,usb_uhci_vt82c686b_initfn,ret_Val_
509,pixlet_decode_frame,get_count_
510,stellaris_enet_can_receive,init_Val_
511,dnxhd_encode_rdo,ret_Val_
512,do_sendv_recvv,set_count_
513,spawn_thread,ret_Val_
514,mxf_get_codec_ul,ret_Val_
515,v9fs_link,ret_Val_
516,audiogen,get_frame_
517,control_to_network,get_frame_
518,ff_thread_release_buffer,ret_Val_
519,get_net_error_message,ret_Val_
520,qemu_mutex_lock_iothread,ret_Val_
521,qxl_realize_common,set_count_
522,bdrv_check_update_perm,init_Val_
523,omap_l4_init,set_count_
524,apply_window_and_mdct,set_count_
525,dxva2_map_frame,init_Val_
526,save_native_fp_fsave,get_count_
527,decode_mb_info,set_count_
528,virtio_scsi_handle_cmd,get_count_
529,build_madt,ret_Val_
530,twl92230_init,set_count_
531,gic_set_irq,init_Val_
532,helper_4xx_tlbwe_hi,init_Val_
533,dsputil_init_mmx2,set_count_
534,flv_probe,ret_Val_
535,qcow2_co_writev,init_Val_
536,qemu_chr_parse_compat,get_frame_
537,qio_channel_socket_connect_sync,init_Val_
538,virtio_blk_init,set_count_
539,pl110_read,get_count_
540,socket_read,set_count_
541,spapr_populate_cpu_dt,set_count_
542,iothread_run,get_count_
543,rtas_ibm_set_eeh_option,init_Val_
544,vc2_encode_init,set_count_
545,do_info_version,ret_Val_
546,try_poll_mode,set_count_
547,get_coc,get_frame_
548,tcg_opt_gen_mov,get_frame_
549,ehci_writeback_async_complete_packet,get_count_
550,calculate_bitrate,init_Val_
551,mov_read_stsc,get_count_
552,ff_schro_queue_free,get_frame_
553,filter_mb_edgecv,get_count_
554,ga_channel_write,set_count_
555,pci_basic,init_Val_
556,read_major_sync,ret_Val_
557,visit_type_bool,get_frame_
558,ff_thread_get_buffer,set_count_
559,spr_read_tbu,ret_Val_
560,RENAME,ret_Val_
561,pl080_init,ret_Val_
562,wm8750_adc_dat,get_count_
563,libschroedinger_encode_frame,get_count_
564,vorbis_parse_setup_hdr_codebooks,init_Val_
565,set_bandwidth,get_count_
566,xenfb_send_motion,ret_Val_
567,pci_bridge_region_init,get_count_
568,gen_evfsnabs,get_frame_
569,output_data_internal,get_frame_
570,parse_inputs,get_count_
571,tcg_out_opc,ret_Val_
572,get_bit_rate,get_count_
573,decode_blocks,ret_Val_
574,commit_set_speed,init_Val_
575,decode_mb_mode,set_count_
576,net_connect,set_count_
577,read_packet,set_count_
578,event_loop,set_count_
579,do_cksum,get_count_
580,decode_delta_l,ret_Val_
581,init_gain_table,set_count_
582,test_qemu_strtoul_full_negative,ret_Val_
583,qemu_devtree_setprop_string,ret_Val_
584,ff_dsputil_init_alpha,get_frame_
585,Release,init_Val_
586,vcard_emul_mirror_card,get_count_
587,menelaus_rtc_stop,get_count_
588,pflash_cfi02_register,get_count_
589,megasas_scsi_uninit,ret_Val_
590,ff_rdt_parse_open,get_frame_
591,mov_read_trak,get_count_
592,read_ts,ret_Val_
593,gen_srlq,get_frame_
594,vhost_user_start,get_frame_
595,idr,set_count_
596,debug_print_fis,ret_Val_
597,msmouse_chr_close,get_frame_
598,filter_frame,ret_Val_
599,fourxm_probe,set_count_
600,spapr_rtas_call,init_Val_
601,sd_truncate,init_Val_
602,zrle_send_framebuffer_update,ret_Val_
603,sdl2_gl_scanout,set_count_
604,tight_palette_buf2rgb,ret_Val_
605,vmxnet3_verify_driver_magic,get_frame_
606,qemu_deliver_packet,init_Val_
607,ff_h264_idct8_add_c,get_count_
608,avcodec_align_dimensions,get_count_
609,mov_read_trak,get_frame_
610,rtsp_read_header,ret_Val_
611,usb_hub_handle_control,ret_Val_
612,serial_realize_core,get_count_
613,mclms_predict,ret_Val_
614,diff_bytes_c,get_frame_
615,build_feed_streams,get_count_
616,qpa_audio_fini,get_count_
617,pxr24_uncompress,get_frame_
618,usbredir_interrupt_packet,get_frame_
619,find_best,get_count_
620,ahci_boot,ret_Val_
621,virtio_blk_update_config,init_Val_
622,htab_save_later_pass,get_count_
623,s390_virtio_device_sync,get_count_
624,hybrid_analysis,ret_Val_
625,machine_initfn,init_Val_
626,asf_read_ext_content,init_Val_
627,mov_write_uuidprof_tag,init_Val_
628,virtio_pci_reset,ret_Val_
629,inc_refcounts,set_count_
630,pcihotplug_read,init_Val_
631,amdvi_realize,init_Val_
632,vfio_probe_nvidia_bar0_quirk,ret_Val_
633,setup_rt_frame,get_frame_
634,RENAME,set_count_
635,decode_ac_coeffs,get_count_
636,xen_platform_initfn,get_frame_
637,get_phys_addr_pmsav8,set_count_
638,ff_af_queue_close,set_count_
639,rtp_open,ret_Val_
640,net_l2tpv3_cleanup,init_Val_
641,tcg_out_mov,get_count_
642,voc_probe,get_count_
643,kvm_get_fallback_smmu_info,init_Val_
644,dnxhd_find_frame_end,get_count_
645,pm_update_sci,set_count_
646,disas_cp15_insn,set_count_
647,pcx_decode_frame,init_Val_
648,ftp_file_size,init_Val_
649,add_audio_stream,set_count_
650,virtio_9p_device_unrealize,get_frame_
651,openrisc_sim_init,init_Val_
652,HELPER,init_Val_
653,ioport_write,init_Val_
654,gen_st16,get_count_
655,net_socket_connect_init,ret_Val_
656,tcg_out_brcond,set_count_
657,qed_aio_complete,get_frame_
658,to_qiv,get_count_
659,tx_consume,ret_Val_
660,open_by_handle,get_count_
661,qpa_init_in,init_Val_
662,qmp_output_type_any,get_frame_
663,helper_mul_suov,set_count_
664,timerlist_get_clock,ret_Val_
665,s390_pci_dma_iommu,ret_Val_
666,setup_sigcontext,init_Val_
667,matroska_add_index_entries,get_frame_
668,RENAME,init_Val_
669,get_htab_fd,get_count_
670,decode_gray_bitstream,get_frame_
671,qemu_chr_parse_vc,init_Val_
672,bdrv_pdiscard,set_count_
673,start_children,ret_Val_
674,uninit,ret_Val_
675,vmsvga_update_rect_delayed,get_frame_
676,standard_decode_picture_primary_header,ret_Val_
677,FUNCC,ret_Val_
678,vring_pop,get_frame_
679,mpeg1_encode_mb,get_count_
680,property_get_enum,init_Val_
681,xen_ram_init,get_count_
682,spapr_populate_pci_child_dt,set_count_
683,qmp_drive_backup,set_count_
684,qmp_migrate_cancel,get_frame_
685,compute_status,set_count_
686,HELPER,ret_Val_
687,qmp_inject_nmi,ret_Val_
688,nfs_file_open,ret_Val_
689,decouple_info,init_Val_
690,fill_colmap,get_frame_
691,tpm_passthrough_unix_transfer,set_count_
692,iff_read_header,ret_Val_
693,ass_decode_init,ret_Val_
694,avi_write_trailer,init_Val_
695,output_packet,get_frame_
696,qemu_thread_equal,ret_Val_
697,audio_pcm_init_info,set_count_
698,yuv2packedXinC,set_count_
699,msi_nr_vectors,ret_Val_
700,rebuild_refcount_structure,ret_Val_
701,cmd646_cmd_read,get_count_
702,usbredir_do_attach,ret_Val_
703,read_low_coeffs,set_count_
704,qdm2_decode_super_block,get_count_
705,fill_table,get_count_
706,tcg_reg_alloc_call,get_count_
707,tb_alloc,get_frame_
708,ffmmal_add_packet,ret_Val_
709,aio_read_done,init_Val_
710,os_host_main_loop_wait,ret_Val_
711,alac_decode_frame,ret_Val_
712,gen_pool16c_insn,ret_Val_
713,init_proc_power5plus,get_count_
714,eval_lpc_coeffs,get_count_
715,usbredir_bulk_packet,get_frame_
716,avi_read_tag,init_Val_
717,drc_set_unusable,ret_Val_
718,cbs_h265_read_nal_unit,set_count_
719,sd_create_branch,ret_Val_
720,filter_frame,init_Val_
721,virtio_net_pci_realize,get_frame_
722,sdhci_send_command,set_count_
723,read_gab2_sub,ret_Val_
724,v9fs_create_post_lstat,get_count_
725,stream_set_speed,init_Val_
726,perform_cow,get_frame_
727,qcow_aio_write_cb,get_count_
728,virtio_ccw_set_vqs,get_frame_
729,send_msg,init_Val_
730,xen_pt_bar_reg_parse,get_count_
731,gen_compute_eflags_o,init_Val_
732,sigp_store_adtl_status,get_count_
733,proxy_symlink,set_count_
734,host_memory_backend_can_be_deleted,get_frame_
735,translate_one,get_frame_
736,gen_mfrom,init_Val_
737,ff_vp3_idct_dc_add_c,set_count_
738,qdev_prop_check_globals,ret_Val_
739,mdct_test,get_frame_
740,bdrv_co_do_readv,get_count_
741,do_token_in,get_count_
742,gen_set_CF_bit31,set_count_
743,curses_setup,init_Val_
744,usb_claim_port,ret_Val_
745,armv7m_nvic_clear_pending,get_count_
746,do_interrupt_protected,init_Val_
747,flv_write_trailer,get_frame_
748,swr_init,get_frame_
749,abort_codec_experimental,get_count_
750,decode_slice_header,init_Val_
751,avpriv_mpeg4audio_get_config,init_Val_
752,vmxnet3_rx_need_csum_calculate,set_count_
753,check_input_motion,init_Val_
754,virtio_net_handle_mac,ret_Val_
755,decode_channel_residues,set_count_
756,memory_global_dirty_log_stop,get_count_
757,add_pes_stream,init_Val_
758,vnc_client_write_buf,set_count_
759,decode_gray_bitstream,init_Val_
760,ff_img_read_packet,set_count_
761,memory_region_destructor_alias,init_Val_
762,rndis_parse,set_count_
763,jpeg2000_decode_frame,init_Val_
764,memory_region_iommu_replay_all,init_Val_
765,slirp_smb,init_Val_
766,mmio_ide_status_read,get_frame_
767,RENAME,get_count_
768,do_socket,ret_Val_
769,ripemd160_transform,set_count_
770,helper_cvttq_c,set_count_
771,jpeg2000_decode_tile,init_Val_
772,cow_set_bit,get_count_
773,ram_init1,ret_Val_
774,mov_read_ares,init_Val_
775,scsi_read_data,init_Val_
776,imx_gpt_reset,set_count_
777,usb_desc_get_descriptor,get_count_
778,test_fcmp,init_Val_
779,qio_channel_socket_finalize,ret_Val_
780,cpu_exec,get_frame_
781,ac97_map,get_frame_
782,mov_read_cmov,get_frame_
783,avfilter_get_video_buffer_ref_from_frame,get_frame_
784,RENAME,ret_Val_
785,decode_band,ret_Val_
